Transaction_ID,Date,Product_Name,Category,Quantity_Sold,Unit_Price,Total_Amount,Day_of_Week,Month,Season,Year,Supplier,Supplier_Location
TXN-30673,20/02/2025,Kidney Beans,Grains and Pulses,2,188.69,377.38,Thursday,February,Winter,2025,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30079,05/07/2025,Zucchini,Vegetables,3,267.16,801.48,Saturday,July,Monsoon,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20058,29/12/2024,Kidney Beans,Grains and Pulses,1,262.56,262.56,Sunday,December,Winter,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-10118,27/01/2023,Figs,Fruits,4,244.55,978.19,Friday,January,Winter,2023,Krishi Organic,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-20995,13/08/2024,Rosemary,Spices and Herbs,4,342.92,1371.68,Tuesday,August,Monsoon,2024,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30285,19/12/2025,Rosemary,Spices and Herbs,2,131.37,262.74,Friday,December,Winter,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-10281,03/12/2023,Okra,Vegetables,1,44.09,44.09,Sunday,December,Winter,2023,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-30807,24/01/2025,Pomegranate,Fruits,3,309.53,928.59,Friday,January,Winter,2025,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30335,09/08/2025,Cabbage,Vegetables,7,200.61,1404.27,Saturday,August,Monsoon,2025,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-30762,29/10/2025,Poppy Seeds,Nuts and Seeds,3,458.4,1375.2,Wednesday,October,Monsoon,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-30945,15/09/2025,Mint,Vegetables,1,250.06,250.06,Monday,September,Monsoon,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-20179,13/09/2024,Beetroot,Vegetables,1,129.47,129.47,Friday,September,Monsoon,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20602,16/09/2024,Turnip,Vegetables,1,104.42,104.42,Monday,September,Monsoon,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30116,07/01/2025,Rosemary,Spices and Herbs,2,116.31,232.62,Tuesday,January,Winter,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-10304,02/11/2023,Broccoli,Vegetables,3,56.28,168.85,Thursday,November,Winter,2023,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-20844,11/01/2024,Soybeans,Grains and Pulses,1,148.07,148.07,Thursday,January,Winter,2024,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20356,14/06/2024,Blueberries,Fruits,6,79.67,478.02,Friday,June,Monsoon,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30436,28/01/2025,Okra,Vegetables,3,65.38,196.14,Tuesday,January,Winter,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-10575,26/12/2023,Carrots,Vegetables,1,59.24,59.24,Tuesday,December,Winter,2023,Vrundavan Farms,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20871,08/12/2024,Apples,Fruits,1,255.4,255.4,Sunday,December,Winter,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30845,08/06/2025,Lettuce,Vegetables,3,111.81,335.43,Sunday,June,Summer,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30623,03/11/2025,Guava,Fruits,2,204.05,408.1,Monday,November,Winter,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-20417,09/05/2024,Celery,Vegetables,2,172.26,344.52,Thursday,May,Summer,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20795,02/02/2024,Cardamom,Spices and Herbs,1,806.94,806.94,Friday,February,Winter,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-10843,06/07/2023,Okra,Vegetables,2,114.66,229.31,Thursday,July,Monsoon,2023,Nature's Cart,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30812,08/02/2025,Peppercorn,Spices and Herbs,1,198.49,198.49,Saturday,February,Winter,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10269,29/08/2023,Pumpkin,Vegetables,2,97.17,194.33,Tuesday,August,Monsoon,2023,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10629,03/01/2023,Potatoes,Vegetables,8,21.17,169.33,Tuesday,January,Winter,2023,Nature's Cart,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20033,22/11/2024,Peaches,Fruits,1,50.85,50.85,Friday,November,Winter,2024,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10286,08/01/2023,Cardamom,Spices and Herbs,2,45.98,91.96,Sunday,January,Winter,2023,FreshLeaf Agro,"Shivapur (18.4497°N, 73.8503°E)"
TXN-30211,28/01/2025,Chestnuts,Nuts and Seeds,1,555.68,555.68,Tuesday,January,Winter,2025,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-10300,06/02/2023,Coriander Seeds,Spices and Herbs,4,348.56,1394.25,Monday,February,Winter,2023,Shivneri Naturals,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20510,02/06/2024,Spinach,Vegetables,2,103.66,207.32,Sunday,June,Monsoon,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20811,11/03/2024,Peaches,Fruits,2,270.21,540.42,Monday,March,Summer,2024,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-10065,18/04/2023,Cinnamon,Spices and Herbs,4,168.1,672.4,Tuesday,April,Summer,2023,Urban Roots,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30397,07/12/2025,Tarragon,Spices and Herbs,1,366.31,366.31,Sunday,December,Winter,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10890,25/10/2023,Lettuce,Vegetables,3,19.21,57.62,Wednesday,October,Winter,2023,Nature's Cart,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20767,20/07/2024,Pineapple,Fruits,1,243.03,243.03,Saturday,July,Monsoon,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-20731,16/02/2024,Chives,Vegetables,1,57.25,57.25,Friday,February,Winter,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20376,22/06/2024,Cashews,Nuts and Seeds,1,585.8,585.8,Saturday,June,Monsoon,2024,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10230,02/11/2023,Spring Onion,Vegetables,1,65.79,65.79,Thursday,November,Winter,2023,Ecoville,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10503,09/06/2023,Dates,Fruits,3,82.11,246.33,Friday,June,Summer,2023,Sahyadri Farms,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-30459,11/01/2025,Quinoa,Grains and Pulses,3,156.06,468.18,Saturday,January,Winter,2025,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20350,08/12/2024,Tomatoes,Vegetables,2,70.75,141.5,Sunday,December,Winter,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20444,31/03/2024,Carrots,Vegetables,1,65.65,65.65,Sunday,March,Summer,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-30551,14/05/2025,Bay Leaves,Spices and Herbs,1,370.78,370.78,Wednesday,May,Summer,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-20004,09/02/2024,Apples,Fruits,2,115.48,230.96,Friday,February,Winter,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-10836,24/07/2023,Radish,Vegetables,1,99.38,99.38,Monday,July,Monsoon,2023,GreenHarvest,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20588,26/04/2024,Celery,Vegetables,2,175.07,350.14,Friday,April,Summer,2024,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-10374,31/07/2023,Plums,Fruits,1,48.29,48.29,Monday,July,Monsoon,2023,Krishi Organic,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-20352,30/08/2024,Chives,Vegetables,6,79.03,474.18,Friday,August,Monsoon,2024,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30110,28/05/2025,Bananas,Fruits,1,85.34,85.34,Wednesday,May,Summer,2025,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20786,14/10/2024,Papaya,Fruits,1,152.72,152.72,Monday,October,Winter,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20803,05/12/2024,Apples,Fruits,1,34.27,34.27,Thursday,December,Winter,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30071,29/01/2025,Sweet Potato,Vegetables,4,245.8,983.2,Wednesday,January,Winter,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-10751,20/04/2023,Cauliflower,Vegetables,3,63.58,190.74,Thursday,April,Summer,2023,Ecoville,Katraj / Katraj‑Kondhwa Rd
TXN-10099,27/05/2023,Bay Leaves,Spices and Herbs,3,47.16,141.47,Saturday,May,Summer,2023,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-20723,07/09/2024,Figs,Fruits,2,83.65,167.3,Saturday,September,Monsoon,2024,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-10866,27/05/2023,Coriander,Vegetables,1,116.56,116.56,Saturday,May,Summer,2023,GreenHarvest,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10910,18/08/2023,Leek,Vegetables,2,84.43,168.85,Friday,August,Monsoon,2023,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30009,19/12/2025,Plums,Fruits,6,290.51,1743.06,Friday,December,Winter,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10529,13/10/2023,Mustard Seeds,Spices and Herbs,1,344.58,344.58,Friday,October,Winter,2023,Urban Roots,"Pimpri (18.6167°N, 73.8000°E)"
TXN-10636,13/12/2023,Cauliflower,Vegetables,2,34.01,68.03,Wednesday,December,Winter,2023,Vrundavan Farms,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10185,06/11/2023,Brazil Nuts,Nuts and Seeds,1,98.88,98.88,Monday,November,Winter,2023,Urban Roots,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-20187,29/08/2024,Pumpkin Seeds,Nuts and Seeds,1,387.99,387.99,Thursday,August,Monsoon,2024,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-20971,11/02/2024,Onions,Vegetables,4,78.34,313.36,Sunday,February,Winter,2024,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-10931,20/09/2023,Cucumber,Vegetables,2,22.73,45.46,Wednesday,September,Monsoon,2023,Nature's Cart,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20381,04/11/2024,Peas,Vegetables,1,48.14,48.14,Monday,November,Winter,2024,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30295,29/08/2025,Spinach,Vegetables,5,112.58,562.9,Friday,August,Monsoon,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30382,02/03/2025,Cumin,Spices and Herbs,1,358.85,358.85,Sunday,March,Summer,2025,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30401,05/07/2025,Peaches,Fruits,1,112.55,112.55,Saturday,July,Monsoon,2025,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20999,20/12/2024,Almonds,Nuts and Seeds,1,387.45,387.45,Friday,December,Winter,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10607,07/07/2023,Artichoke,Vegetables,3,114.92,344.76,Friday,July,Monsoon,2023,GreenHarvest,Katraj / Katraj‑Kondhwa Rd
TXN-30896,13/04/2025,Rosemary,Spices and Herbs,5,283.8,1419.0,Sunday,April,Summer,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10151,02/01/2023,Pumpkin,Vegetables,3,25.89,77.66,Monday,January,Winter,2023,Ecoville,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20283,11/06/2024,Coriander,Vegetables,2,50.67,101.34,Tuesday,June,Monsoon,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-30262,23/02/2025,Ginger,Vegetables,2,51.16,102.32,Sunday,February,Winter,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10731,08/08/2023,Coriander,Vegetables,1,79.83,79.83,Tuesday,August,Monsoon,2023,Vrundavan Farms,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20337,06/07/2024,Hazelnuts,Nuts and Seeds,2,435.75,871.5,Saturday,July,Monsoon,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-20598,14/04/2024,Leek,Vegetables,2,142.44,284.88,Sunday,April,Summer,2024,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-30840,24/02/2025,Cloves,Spices and Herbs,6,87.98,527.88,Monday,February,Winter,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10023,30/08/2023,Cucumber,Vegetables,4,58.65,234.59,Wednesday,August,Monsoon,2023,Vrundavan Farms,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30857,15/10/2025,Lentils,Grains and Pulses,5,442.78,2213.9,Wednesday,October,Monsoon,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10158,25/12/2023,Asparagus,Vegetables,1,14.06,14.06,Monday,December,Winter,2023,Vrundavan Farms,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10861,27/11/2023,Yam,Vegetables,4,29.96,119.82,Monday,November,Winter,2023,Vrundavan Farms,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10902,18/05/2023,Grapes,Fruits,2,67.22,134.45,Thursday,May,Summer,2023,ANNAPURNA,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30655,25/11/2025,Cashews,Nuts and Seeds,1,919.58,919.58,Tuesday,November,Winter,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-30937,17/06/2025,Peanuts,Nuts and Seeds,6,552.86,3317.16,Tuesday,June,Summer,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10444,28/05/2023,Chives,Vegetables,4,93.6,374.39,Sunday,May,Summer,2023,GreenHarvest,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30938,30/05/2025,Spinach,Vegetables,4,51.37,205.48,Friday,May,Summer,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10754,08/01/2023,Spinach,Vegetables,4,58.55,234.18,Sunday,January,Winter,2023,Nature's Cart,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10923,21/04/2023,Oregano,Spices and Herbs,3,130.41,391.23,Friday,April,Summer,2023,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30970,04/12/2025,Cashews,Nuts and Seeds,1,840.48,840.48,Thursday,December,Winter,2025,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-30102,09/06/2025,Bitter Gourd,Vegetables,6,185.07,1110.42,Monday,June,Summer,2025,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-10311,11/01/2023,Coriander,Vegetables,4,53.41,213.65,Wednesday,January,Winter,2023,Nature's Cart,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10548,10/03/2023,Guava,Fruits,4,136.54,546.17,Friday,March,Summer,2023,ANNAPURNA,"Baner (18.5615°N, 73.7810°E)"
TXN-20945,25/12/2024,Almonds,Nuts and Seeds,1,324.28,324.28,Wednesday,December,Winter,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-20456,29/02/2024,Almonds,Nuts and Seeds,1,625.32,625.32,Thursday,February,Winter,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10306,06/02/2023,Chives,Vegetables,3,33.73,101.18,Monday,February,Winter,2023,GreenHarvest,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10287,20/02/2023,Zucchini,Vegetables,2,52.12,104.25,Monday,February,Winter,2023,GreenHarvest,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10694,10/05/2023,Dates,Fruits,3,173.34,520.03,Wednesday,May,Summer,2023,Krishi Organic,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-10308,08/10/2023,Blueberries,Fruits,4,67.93,271.72,Sunday,October,Winter,2023,ANNAPURNA,"Baner (18.5615°N, 73.7810°E)"
TXN-30320,17/12/2025,Mint,Vegetables,1,148.23,148.23,Wednesday,December,Winter,2025,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-10749,16/02/2023,Hazelnuts,Nuts and Seeds,1,350.89,350.89,Thursday,February,Winter,2023,Shivneri Naturals,"Shivapur (18.4497°N, 73.8503°E)"
TXN-30815,24/07/2025,Kiwi,Fruits,1,433.97,433.97,Thursday,July,Monsoon,2025,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-20239,03/10/2024,Cucumber,Vegetables,2,165.99,331.98,Thursday,October,Winter,2024,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10908,30/09/2023,Capsicum,Vegetables,2,86.83,173.66,Saturday,September,Monsoon,2023,GreenHarvest,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20880,28/01/2024,Mustard Seeds,Spices and Herbs,4,246.31,985.24,Sunday,January,Winter,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30380,23/06/2025,Chia Seeds,Nuts and Seeds,2,257.47,514.94,Monday,June,Summer,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-20406,11/07/2024,Bitter Gourd,Vegetables,1,44.26,44.26,Thursday,July,Monsoon,2024,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30494,20/03/2025,Peas,Vegetables,1,171.0,171.0,Thursday,March,Summer,2025,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-10970,13/10/2023,Chives,Vegetables,3,42.94,128.82,Friday,October,Winter,2023,Vrundavan Farms,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10013,23/12/2023,Peppercorn,Spices and Herbs,4,65.38,261.51,Saturday,December,Winter,2023,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10873,30/08/2023,Celery,Vegetables,1,32.01,32.01,Wednesday,August,Monsoon,2023,GreenHarvest,Katraj / Katraj‑Kondhwa Rd
TXN-10808,21/08/2023,Spring Onion,Vegetables,2,45.68,91.37,Monday,August,Monsoon,2023,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-30578,25/03/2025,Snow Peas,Vegetables,5,84.37,421.85,Tuesday,March,Summer,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10514,26/04/2023,Pineapple,Fruits,4,92.18,368.73,Wednesday,April,Summer,2023,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-30413,28/07/2025,Tomatoes,Vegetables,3,202.55,607.65,Monday,July,Monsoon,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10409,29/09/2023,Drumsticks,Vegetables,3,92.75,278.24,Friday,September,Monsoon,2023,Ecoville,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30833,14/02/2025,Brinjal,Vegetables,1,207.25,207.25,Friday,February,Winter,2025,FreshLeaf Agro,"Pimpri (18.6167°N, 73.8000°E)"
TXN-30259,05/10/2025,Bay Leaves,Spices and Herbs,2,605.48,1210.96,Sunday,October,Monsoon,2025,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-30823,12/08/2025,Cardamom,Spices and Herbs,1,666.43,666.43,Tuesday,August,Monsoon,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20225,12/12/2024,Green Beans,Vegetables,2,81.66,163.32,Thursday,December,Winter,2024,Shivneri Naturals,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-20655,17/08/2024,Pomegranate,Fruits,2,95.11,190.22,Saturday,August,Monsoon,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20610,31/03/2024,Peas,Vegetables,1,33.12,33.12,Sunday,March,Summer,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-10382,21/05/2023,Drumsticks,Vegetables,3,93.29,279.88,Sunday,May,Summer,2023,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-30106,22/09/2025,Turnip,Vegetables,4,153.07,612.28,Monday,September,Monsoon,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-30187,09/02/2025,Lettuce,Vegetables,1,183.82,183.82,Sunday,February,Winter,2025,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-20621,02/01/2024,Capsicum,Vegetables,2,171.03,342.06,Tuesday,January,Winter,2024,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-30831,05/07/2025,Turnip,Vegetables,4,167.99,671.96,Saturday,July,Monsoon,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-10552,27/09/2023,Quinoa,Grains and Pulses,1,163.86,163.86,Wednesday,September,Monsoon,2023,FreshLeaf Agro,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10222,21/02/2023,Capsicum,Vegetables,2,17.88,35.77,Tuesday,February,Winter,2023,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-20096,27/02/2024,Onions,Vegetables,3,49.82,149.46,Tuesday,February,Winter,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-30754,10/01/2025,Rosemary,Spices and Herbs,6,126.88,761.28,Friday,January,Winter,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10008,06/03/2023,Papaya,Fruits,3,108.62,325.85,Monday,March,Summer,2023,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-20476,09/10/2024,Chickpeas,Grains and Pulses,1,86.26,86.26,Wednesday,October,Winter,2024,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10316,14/05/2023,Cabbage,Vegetables,3,31.61,94.82,Sunday,May,Summer,2023,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10427,08/11/2023,Cabbage,Vegetables,2,51.61,103.23,Wednesday,November,Winter,2023,Vrundavan Farms,"Baner Road (18.5665°N, 73.7850°E)"
TXN-20985,17/05/2024,Artichoke,Vegetables,1,48.75,48.75,Friday,May,Summer,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10105,29/03/2023,Coriander Seeds,Spices and Herbs,4,345.89,1383.57,Wednesday,March,Summer,2023,Urban Roots,"Shivaji Nagar Gavthan (18.492114° N, 73.820129° E)"
TXN-30015,10/09/2025,Flax Seeds,Nuts and Seeds,7,922.38,6456.66,Wednesday,September,Monsoon,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-10142,30/07/2023,Zucchini,Vegetables,2,116.06,232.12,Sunday,July,Monsoon,2023,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-10121,12/04/2023,Blueberries,Fruits,2,76.44,152.89,Wednesday,April,Summer,2023,Sahyadri Farms,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30371,18/02/2025,Flax Seeds,Nuts and Seeds,3,349.58,1048.74,Tuesday,February,Winter,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30865,07/01/2025,Cabbage,Vegetables,1,130.51,130.51,Tuesday,January,Winter,2025,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-20189,29/09/2024,Figs,Fruits,2,194.63,389.26,Sunday,September,Monsoon,2024,Vrundavan Farms,"Ghera Sinhagad (18.3664°N, 73.7558°E)"
TXN-30961,25/11/2025,Apples,Fruits,1,106.17,106.17,Tuesday,November,Winter,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-30600,01/11/2025,Mint,Vegetables,3,35.14,105.42,Saturday,November,Winter,2025,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20657,19/09/2024,Fenugreek,Spices and Herbs,1,167.78,167.78,Thursday,September,Monsoon,2024,Sahyadri Farms,"Baner (18.5615°N, 73.7810°E)"
TXN-10115,07/12/2023,Apples,Fruits,4,103.84,415.35,Thursday,December,Winter,2023,Sahyadri Farms,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-20405,04/11/2024,Chestnuts,Nuts and Seeds,1,563.5,563.5,Monday,November,Winter,2024,Ecoville,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20511,31/01/2024,Dates,Fruits,1,87.97,87.97,Wednesday,January,Winter,2024,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-30492,19/09/2025,Turmeric,Vegetables,4,264.27,1057.08,Friday,September,Monsoon,2025,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-30797,23/06/2025,Cardamom,Spices and Herbs,6,503.07,3018.42,Monday,June,Summer,2025,GreenHarvest,"Baner Road (18.5665°N, 73.7850°E)"
TXN-30948,26/09/2025,Peas,Vegetables,1,231.29,231.29,Friday,September,Monsoon,2025,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
TXN-20596,31/05/2024,Pistachios,Nuts and Seeds,1,601.0,601.0,Friday,May,Summer,2024,Krishi Organic,"Uruli Devachi (18.4862°N, 74.1325°E → 18.5204°N, 73.8567°E)"
TXN-30889,20/01/2025,Chives,Vegetables,1,228.72,228.72,Monday,January,Winter,2025,Urban Roots,"Shivapur (18.4497°N, 73.8503°E)"
TXN-10672,05/01/2023,Coriander,Vegetables,3,32.41,97.24,Thursday,January,Winter,2023,Vrundavan Farms,"Mahalunge (18.5733°N, 73.7339°E)"
TXN-20431,22/04/2024,Spring Onion,Vegetables,1,190.01,190.01,Monday,April,Summer,2024,ANNAPURNA,"Manjari Budruk (18.4497°N, 74.0253°E → Market)"
TXN-30172,21/02/2025,Onions,Vegetables,2,263.34,526.68,Friday,February,Winter,2025,Nature's Cart,Katraj / Katraj‑Kondhwa Rd
